id	name	type	team	initiationDate	finalisationDate	finalStatus
1001293	Context-1001293	dancing	Team-59	2007-01-27		
1001296	Context-1001296	roller sport	Team-28	2007-09-05		
1001295	Context-1001295	surfing	Team-56	2016-03-04		
1001290	Context-1001290	track and field	Team-13	2000-07-14		
1001292	Context-1001292	triathlon	Team-84	1999-06-10		
1001291	Context-1001291	surfing	Team-3	2014-02-27		
1001287	Context-1001287	mountain cycling	Team-76	2004-06-12		
1001286	Context-1001286	softball	Team-38	2003-02-04		
1001289	Context-1001289	golf	Team-7	1999-03-28		
1001288	Context-1001288	kayak	Team-57	2017-11-26		
1001283	Context-1001283	tennis	Team-16	2000-08-27		
1001282	Context-1001282	field hockey	Team-98	2009-12-27		
1001285	Context-1001285	softball	Team-60	2005-04-11		
1001284	Context-1001284	sailing	Team-44	2003-09-19		
1001281	Context-1001281	roller sport	Team-10	2015-02-19		
1001280	Context-1001280	weightlifting	Team-48	2000-12-03		
1006129	Context-1006129	handball	Team-34	2001-12-06		
1006128	Context-1006128	lacrosse	Team-66	2003-10-01		
1006127	Context-1006127	diving	Team-19	2001-05-14		
1006126	Context-1006126	softball	Team-75	2012-07-15		
1007457	Context-1007457	track cycling	Team-97	2007-09-06		
1008788	Context-1008788	squash	Team-38	2000-11-03		
1007458	Context-1007458	track and field	Team-21	2003-10-19		
1008789	Context-1008789	baseball	Team-53	2002-12-02		
1007459	Context-1007459	climbing	Team-85	2014-04-13		
1008780	Context-1008780	rowing	Team-60	2008-04-18		
1007450	Context-1007450	roller sport	Team-77	2008-02-25		
1008781	Context-1008781	water polo	Team-35	2016-02-18		
1007451	Context-1007451	canoe	Team-90	2017-12-28		
1008782	Context-1008782	polo	Team-13	2016-10-08		
1007452	Context-1007452	swimming	Team-59	2016-06-04		
1008783	Context-1008783	golf	Team-47	2015-04-27		
1007453	Context-1007453	pentathlon	Team-81	2008-09-10		
1008784	Context-1008784	rugby union	Team-95	1999-02-08		
1007454	Context-1007454	volleyball (indoor)	Team-84	2011-01-05		
1008785	Context-1008785	judo	Team-22	2004-07-26		
1007455	Context-1007455	badminton	Team-2	2007-11-07		
1008786	Context-1008786	tennis	Team-23	2017-02-26		
1007456	Context-1007456	karate	Team-14	2007-01-07		
1008787	Context-1008787	handball	Team-85	2006-08-09		
1006125	Context-1006125	track cycling	Team-94	2000-02-12		
1006124	Context-1006124	surfing	Team-41	2005-07-20		
1006123	Context-1006123	pentathlon	Team-71	1999-04-27		
1006122	Context-1006122	canoe	Team-69	2003-09-05		
1006121	Context-1006121	racquets	Team-84	2017-03-21		
1006120	Context-1006120	bowling	Team-79	1999-01-07		
1006119	Context-1006119	fencing	Team-68	2011-05-03		
1006118	Context-1006118	badminton	Team-16	2006-09-17		
1006117	Context-1006117	triathlon	Team-27	2017-03-26		
1006116	Context-1006116	polo	Team-11	2013-03-26		
1006115	Context-1006115	rugby 7s	Team-50	2016-07-05		
1007446	Context-1007446	boxing	Team-39	2001-04-23		
1008777	Context-1008777	basketball	Team-91	2005-06-11		
1007447	Context-1007447	shooting	Team-91	2011-04-05		
1008778	Context-1008778	taekwondo	Team-63	2007-09-16		
1007448	Context-1007448	archery	Team-71	2004-08-22		
1008779	Context-1008779	swimming	Team-81	2012-02-24		
1007449	Context-1007449	mountain cycling	Team-56	2000-07-21		
1008770	Context-1008770	canoe	Team-77	2017-04-01		
1007440	Context-1007440	weightlifting	Team-82	2013-01-11		
1008771	Context-1008771	wakeboard	Team-97	2016-12-21		
1007441	Context-1007441	equestrian	Team-91	2013-05-26		
1008772	Context-1008772	track and field	Team-68	2000-04-12		
1007442	Context-1007442	karate	Team-36	2017-01-06		
1008773	Context-1008773	rugby 7s	Team-65	2007-04-03		
1007443	Context-1007443	equestrian	Team-92	2009-06-12		
1008774	Context-1008774	wakeboard	Team-60	2016-02-10		
1007444	Context-1007444	rugby 7s	Team-46	2016-12-05		
1008775	Context-1008775	golf	Team-97	2005-05-23		
1007445	Context-1007445	beach volleyball	Team-4	2017-10-10		
1008776	Context-1008776	bowling	Team-96	2010-05-15		
1006114	Context-1006114	polo	Team-77	2012-07-06		
1006113	Context-1006113	karate	Team-47	2013-08-17		
1006112	Context-1006112	netball	Team-24	2007-01-22		
1006111	Context-1006111	plunge for distance	Team-83	2008-09-28		
1006110	Context-1006110	swimming	Team-17	2001-05-21		
1006149	Context-1006149	taekwondo	Team-45	2009-05-10		
1006148	Context-1006148	lacrosse	Team-17	2004-02-02		
1007479	Context-1007479	beach volleyball	Team-29	2016-12-20		
1007471	Context-1007471	triathlon	Team-23	1998-08-08		
1007472	Context-1007472	gymnastics	Team-56	2002-08-05		
1007473	Context-1007473	synchronized swimming	Team-20	2015-01-26		
1007474	Context-1007474	bowling	Team-54	2003-09-01		
1007475	Context-1007475	dancing	Team-92	2001-04-21		
1007476	Context-1007476	pankration	Team-81	2017-06-18		
1007477	Context-1007477	judo	Team-79	2003-12-02		
1007478	Context-1007478	tennis	Team-16	2002-07-23		
1006147	Context-1006147	squash	Team-45	1998-04-23		
1006146	Context-1006146	equestrian	Team-1	2017-01-11		
1006145	Context-1006145	netball	Team-69	2003-10-16		
1006144	Context-1006144	shooting	Team-37	2013-06-22		
1006143	Context-1006143	chariot racing	Team-50	2008-09-10		
1006142	Context-1006142	pentathlon	Team-37	1999-05-01		
1006141	Context-1006141	tug-of-war	Team-72	2014-10-24		
1006140	Context-1006140	fencing	Team-42	2014-12-16		
1007470	Context-1007470	soccer	Team-44	2012-11-10		
1006139	Context-1006139	obstacle race for swimming	Team-15	2015-09-24		
1006138	Context-1006138	rugby 7s	Team-75	2016-08-20		
1006137	Context-1006137	mountain cycling	Team-12	2004-08-17		
1007468	Context-1007468	field hockey	Team-79	2008-03-05		
1008799	Context-1008799	kayak	Team-70	2010-01-20		
1007469	Context-1007469	bowling	Team-91	2017-11-08		
1007460	Context-1007460	racquets	Team-52	2007-08-25		
1008791	Context-1008791	table tennis	Team-30	2011-11-15		
1007461	Context-1007461	track and field	Team-49	2000-09-22		
1008792	Context-1008792	netball	Team-10	2002-03-12		
1007462	Context-1007462	netball	Team-74	2000-08-25		
1008793	Context-1008793	croquet	Team-63	2001-01-09		
1007463	Context-1007463	diving	Team-51	2010-04-09		
1008794	Context-1008794	polo	Team-94	1998-01-25		
1007464	Context-1007464	road cycling	Team-55	2013-09-06		
1008795	Context-1008795	rowing	Team-27	1999-06-24		
1007465	Context-1007465	softball	Team-30	2009-01-04		
1008796	Context-1008796	field hockey	Team-15	2015-11-11		
1007466	Context-1007466	shooting	Team-48	2002-10-28		
1008797	Context-1008797	triathlon	Team-23	2012-11-08		
1007467	Context-1007467	tug-of-war	Team-5	2014-12-14		
1008798	Context-1008798	handball	Team-43	2006-03-06		
1006136	Context-1006136	croquet	Team-82	2012-11-10		
1006135	Context-1006135	kayak	Team-76	2002-07-01		
1006134	Context-1006134	basketball	Team-67	2011-06-14		
1006133	Context-1006133	golf	Team-55	2009-04-02		
1006132	Context-1006132	diving	Team-55	2010-03-13		
1006131	Context-1006131	weightlifting	Team-22	1999-04-22		
1006130	Context-1006130	beach volleyball	Team-52	2013-01-21		
1008790	Context-1008790	taekwondo	Team-57	2001-03-25		
1007413	Context-1007413	road cycling	Team-52	2011-07-05		
1008744	Context-1008744	racquets	Team-56	2013-07-25		
1007414	Context-1007414	track cycling	Team-88	2002-08-20		
1008745	Context-1008745	baseball	Team-10	1998-02-18		
1007415	Context-1007415	motor boating	Team-63	1999-12-11		
1008746	Context-1008746	chariot racing	Team-76	2006-09-09		
1007416	Context-1007416	wakeboard	Team-11	2006-02-03		
1008747	Context-1008747	mountain cycling	Team-28	2003-10-13		
1007417	Context-1007417	judo	Team-90	2010-02-27		
1008748	Context-1008748	water polo	Team-76	2007-09-06		
1007418	Context-1007418	jeu de paume	Team-30	2001-09-21		
1008749	Context-1008749	boxing	Team-50	2015-07-04		
1007419	Context-1007419	racquets	Team-35	2004-04-17		
1008740	Context-1008740	table tennis	Team-24	2017-11-03		
1007410	Context-1007410	diving	Team-71	2005-09-20		
1008741	Context-1008741	table tennis	Team-94	2002-12-03		
1007411	Context-1007411	golf	Team-51	2013-04-25		
1008742	Context-1008742	taekwondo	Team-74	2001-02-18		
1007412	Context-1007412	tennis	Team-82	2005-09-04		
1008743	Context-1008743	polo	Team-9	2014-06-28		
1007402	Context-1007402	rugby union	Team-75	2016-03-04		
1008733	Context-1008733	golf	Team-69	2001-12-16		
1007403	Context-1007403	rugby union	Team-98	2012-12-22		
1008734	Context-1008734	soccer	Team-83	2010-07-17		
1007404	Context-1007404	equestrian	Team-65	2006-08-23		
1008735	Context-1008735	canoe	Team-47	2012-03-09		
1007405	Context-1007405	canoe	Team-18	2003-07-28		
1008736	Context-1008736	softball	Team-80	2001-06-03		
1007406	Context-1007406	racquets	Team-57	1998-10-24		
1008737	Context-1008737	wushu	Team-84	2015-03-05		
1007407	Context-1007407	surfing	Team-28	2007-04-03		
1008738	Context-1008738	swimming	Team-77	2014-04-22		
1007408	Context-1007408	rugby 7s	Team-16	2012-08-12		
1008739	Context-1008739	diving	Team-50	2005-11-19		
1007409	Context-1007409	tennis	Team-74	2014-02-01		
1008730	Context-1008730	bowling	Team-26	2000-10-07		
1007400	Context-1007400	diving	Team-35	2001-03-03		
1008731	Context-1008731	rowing	Team-37	2006-10-10		
1007401	Context-1007401	plunge for distance	Team-10	2002-01-03		
1008732	Context-1008732	shooting	Team-32	2001-05-02		
1006109	Context-1006109	canoe	Team-93	2012-02-08		
1006108	Context-1006108	cricket	Team-88	2015-07-01		
1006107	Context-1006107	fencing	Team-88	2007-10-08		
1006106	Context-1006106	track cycling	Team-32	2009-01-03		
1006105	Context-1006105	lacrosse	Team-60	2004-08-08		
1006104	Context-1006104	croquet	Team-51	2010-10-18		
1007435	Context-1007435	gymnastics	Team-28	2001-03-05		
1008766	Context-1008766	handball	Team-35	1999-12-18		
1007436	Context-1007436	obstacle race for swimming	Team-41	2005-02-18		
1008767	Context-1008767	netball	Team-37	1999-05-07		
1007437	Context-1007437	road cycling	Team-43	2014-12-04		
1008768	Context-1008768	wrestling	Team-31	2011-04-03		
1007438	Context-1007438	diving	Team-51	2001-02-05		
1008769	Context-1008769	shooting	Team-26	1999-10-13		
1007439	Context-1007439	underwater swimming	Team-93	1999-12-07		
1008760	Context-1008760	underwater swimming	Team-29	2008-01-10		
1007430	Context-1007430	shooting	Team-65	2000-05-16		
1008761	Context-1008761	equestrian	Team-79	2008-11-26		
1007431	Context-1007431	taekwondo	Team-40	2013-07-25		
1008762	Context-1008762	climbing	Team-77	2004-09-17		
1007432	Context-1007432	handball	Team-48	2011-06-13		
1008763	Context-1008763	netball	Team-96	2005-10-17		
1007433	Context-1007433	squash	Team-6	2010-05-18		
1008764	Context-1008764	wrestling	Team-59	2005-09-08		
1007434	Context-1007434	chariot racing	Team-30	2007-05-06		
1008765	Context-1008765	lacrosse	Team-1	2005-11-27		
1006103	Context-1006103	swimming	Team-74	2014-04-17		
1006102	Context-1006102	motor boating	Team-82	2017-09-17		
1006101	Context-1006101	kayak	Team-92	2007-06-11		
1006100	Context-1006100	rowing	Team-83	2005-03-07		
1007424	Context-1007424	wushu	Team-23	2001-06-15		
1008755	Context-1008755	netball	Team-48	2015-03-21		
1007425	Context-1007425	rugby union	Team-57	2004-12-20		
1008756	Context-1008756	baseball	Team-44	2005-05-24		
1007426	Context-1007426	pankration	Team-24	2012-08-07		
1008757	Context-1008757	cricket	Team-66	2012-05-28		
1007427	Context-1007427	plunge for distance	Team-72	2016-05-23		
1008758	Context-1008758	pentathlon	Team-6	2007-05-28		
1007428	Context-1007428	taekwondo	Team-86	2013-04-16		
1008759	Context-1008759	lacrosse	Team-28	2017-08-18		
1007429	Context-1007429	polo	Team-95	2009-04-18		
1008750	Context-1008750	polo	Team-63	2011-02-26		
1007420	Context-1007420	table tennis	Team-15	2012-05-06		
1008751	Context-1008751	pankration	Team-91	2007-05-14		
1007421	Context-1007421	chariot racing	Team-98	2007-08-22		
1008752	Context-1008752	road cycling	Team-22	2000-07-07		
1007422	Context-1007422	mountain cycling	Team-69	2002-05-22		
1008753	Context-1008753	tennis	Team-22	2003-10-22		
1007423	Context-1007423	canoe	Team-18	2004-06-19		
1008754	Context-1008754	sailing	Team-66	2017-01-26		
1007295	Context-1007295	polo	Team-50	2013-05-13		
1007296	Context-1007296	judo	Team-72	2001-11-15		
1007297	Context-1007297	tennis	Team-52	2014-06-09		
1007298	Context-1007298	wushu	Team-86	2007-09-17		
1007299	Context-1007299	basketball	Team-97	2016-03-06		
1007290	Context-1007290	table tennis	Team-43	2014-09-01		
1007291	Context-1007291	underwater swimming	Team-83	2013-07-06		
1007292	Context-1007292	judo	Team-80	2012-10-03		
1007293	Context-1007293	badminton	Team-27	2010-10-23		
1007294	Context-1007294	gymnastics	Team-67	1998-07-04		
1007284	Context-1007284	baseball	Team-97	2014-04-26		
1007285	Context-1007285	archery	Team-78	2015-04-13		
1007286	Context-1007286	table tennis	Team-15	2009-11-28		
1007287	Context-1007287	boxing	Team-77	2003-04-06		
1007288	Context-1007288	track cycling	Team-82	2011-05-21		
1007289	Context-1007289	dancing	Team-62	1999-11-15		
1007280	Context-1007280	handball	Team-70	2003-06-18		
1007281	Context-1007281	climbing	Team-71	2014-10-02		
1007282	Context-1007282	fencing	Team-35	2005-11-21		
1007283	Context-1007283	obstacle race for swimming	Team-65	2003-07-28		
1003712	Context-1003712	bowling	Team-55	2001-09-01		
1003713	Context-1003713	karate	Team-2	2015-11-24		
1003710	Context-1003710	wushu	Team-89	2015-04-06		
1003711	Context-1003711	mountain cycling	Team-45	2001-05-10		
1003718	Context-1003718	karate	Team-29	2006-04-03		
1003719	Context-1003719	kayak	Team-35	2009-06-07		
1003716	Context-1003716	diving	Team-26	2015-03-19		
1003717	Context-1003717	baseball	Team-60	2007-01-16		
1003714	Context-1003714	chariot racing	Team-89	2014-06-13		
1003715	Context-1003715	fencing	Team-19	1999-11-22		
1003701	Context-1003701	wakeboard	Team-22	2011-08-17		
1003702	Context-1003702	synchronized swimming	Team-81	2004-07-07		
1003700	Context-1003700	pankration	Team-21	2007-10-27		
1003709	Context-1003709	rugby 7s	Team-80	2012-01-26		
1003707	Context-1003707	wrestling	Team-59	2017-12-05		
1003708	Context-1003708	kayak	Team-42	2008-12-21		
1003705	Context-1003705	cricket	Team-94	2000-02-08		
1003706	Context-1003706	chariot racing	Team-9	2004-11-21		
1003703	Context-1003703	pankration	Team-68	2003-07-15		
1003704	Context-1003704	dancing	Team-53	2006-04-27		
1007259	Context-1007259	tug-of-war	Team-67	2010-05-04		
1007251	Context-1007251	wakeboard	Team-26	1999-10-02		
1008582	Context-1008582	boxing	Team-31	1998-06-03		
1007252	Context-1007252	pankration	Team-48	2014-05-22		
1008583	Context-1008583	road cycling	Team-27	2006-09-20		
1007253	Context-1007253	climbing	Team-71	2015-09-19		
1008584	Context-1008584	climbing	Team-50	2012-04-19		
1007254	Context-1007254	pankration	Team-61	2009-05-21		
1008585	Context-1008585	wushu	Team-82	2016-03-12		
1007255	Context-1007255	rowing	Team-55	1999-11-01		
1008586	Context-1008586	archery	Team-76	2008-10-16		
1007256	Context-1007256	dancing	Team-63	2004-06-09		
1008587	Context-1008587	synchronized swimming	Team-62	2001-07-15		
1007257	Context-1007257	archery	Team-79	2003-05-21		
1008588	Context-1008588	handball	Team-83	2012-06-25		
1007258	Context-1007258	fencing	Team-86	2002-06-02		
1008589	Context-1008589	volleyball (indoor)	Team-86	2012-01-27		
1008580	Context-1008580	karate	Team-52	2015-05-15		
1007250	Context-1007250	rugby 7s	Team-28	1999-04-24		
1008581	Context-1008581	wrestling	Team-38	2014-11-20		
1007248	Context-1007248	squash	Team-60	2006-03-06		
1008579	Context-1008579	equestrian	Team-83	2001-05-03		
1007249	Context-1007249	polo	Team-75	1998-03-28		
1007240	Context-1007240	swimming	Team-6	2014-12-15		
1008571	Context-1008571	jeu de paume	Team-40	2012-11-20		
1007241	Context-1007241	synchronized swimming	Team-13	2000-09-07		
1008572	Context-1008572	plunge for distance	Team-89	2013-08-14		
1007242	Context-1007242	beach volleyball	Team-10	2011-04-11		
1008573	Context-1008573	mountain cycling	Team-55	2007-09-10		
1007243	Context-1007243	table tennis	Team-29	1998-07-10		
1008574	Context-1008574	polo	Team-50	2008-03-23		
1007244	Context-1007244	taekwondo	Team-14	2017-09-25		
1008575	Context-1008575	wakeboard	Team-13	1999-11-23		
1007245	Context-1007245	handball	Team-19	1999-09-23		
1008576	Context-1008576	taekwondo	Team-25	2013-04-01		
1007246	Context-1007246	basketball	Team-2	2016-09-26		
1008577	Context-1008577	shooting	Team-34	2002-04-26		
1007247	Context-1007247	rugby union	Team-2	2015-09-04		
1008578	Context-1008578	water polo	Team-22	2001-01-23		
1008570	Context-1008570	badminton	Team-65	2009-06-22		
1007273	Context-1007273	track and field	Team-75	2004-03-17		
1007274	Context-1007274	basketball	Team-88	2016-06-02		
1007275	Context-1007275	wakeboard	Team-36	2009-05-14		
1007276	Context-1007276	synchronized swimming	Team-33	2017-05-28		
1007277	Context-1007277	jeu de paume	Team-93	2014-06-27		
1007278	Context-1007278	squash	Team-91	2012-08-25		
1007279	Context-1007279	rugby 7s	Team-47	2015-03-21		
1007270	Context-1007270	wrestling	Team-75	2011-03-07		
1007271	Context-1007271	dancing	Team-41	2013-01-17		
1007272	Context-1007272	fencing	Team-25	2003-09-08		
1007262	Context-1007262	roller sport	Team-41	2013-10-06		
1008593	Context-1008593	roller sport	Team-7	2017-02-21		
1007263	Context-1007263	boxing	Team-71	2011-08-27		
1008594	Context-1008594	lacrosse	Team-32	2016-07-15		
1007264	Context-1007264	climbing	Team-65	2015-04-08		
1008595	Context-1008595	taekwondo	Team-32	2015-05-25		
1007265	Context-1007265	climbing	Team-63	2008-06-16		
1008596	Context-1008596	badminton	Team-40	2010-07-17		
1007266	Context-1007266	water polo	Team-41	2014-07-12		
1008597	Context-1008597	synchronized swimming	Team-8	2003-10-25		
1007267	Context-1007267	equestrian	Team-57	2015-03-10		
1008598	Context-1008598	obstacle race for swimming	Team-32	2016-07-09		
1007268	Context-1007268	jeu de paume	Team-27	2009-10-18		
1008599	Context-1008599	swimming	Team-43	2009-10-18		
1007269	Context-1007269	track cycling	Team-16	1998-01-07		
1008590	Context-1008590	handball	Team-88	2006-05-11		
1007260	Context-1007260	taekwondo	Team-82	2009-01-10		
1008591	Context-1008591	basketball	Team-12	2017-08-19		
1007261	Context-1007261	motor boating	Team-91	2015-10-24		
1008592	Context-1008592	boxing	Team-26	2010-01-25		
1001115	Context-1001115	pankration	Team-69	1999-05-27		
1002446	Context-1002446	diving	Team-71	2000-12-15		
1003778	Context-1003778	beach volleyball	Team-96	2007-08-26		
1001114	Context-1001114	sailing	Team-36	2005-09-19		
1002445	Context-1002445	rugby 7s	Team-83	2014-10-10		
1003779	Context-1003779	mountain cycling	Team-75	2014-12-05		
1001117	Context-1001117	baseball	Team-85	1999-08-24		
1002448	Context-1002448	mountain cycling	Team-46	2011-12-07		
1003776	Context-1003776	pentathlon	Team-77	2003-06-23		
1001116	Context-1001116	motor boating	Team-81	2014-02-19		
1002447	Context-1002447	triathlon	Team-83	2006-03-04		
1003777	Context-1003777	basketball	Team-39	2011-01-18		
1001111	Context-1001111	surfing	Team-55	2009-11-13		
1002442	Context-1002442	wushu	Team-57	2017-04-08		
1003774	Context-1003774	sailing	Team-9	2008-08-07		
1001110	Context-1001110	table tennis	Team-60	2010-02-01		
1002441	Context-1002441	beach volleyball	Team-89	2005-05-06		
1003775	Context-1003775	triathlon	Team-23	2016-11-16		
1001113	Context-1001113	dancing	Team-35	2007-01-07		
1002444	Context-1002444	judo	Team-28	1998-06-08		
1003772	Context-1003772	golf	Team-86	2011-05-15		
1001112	Context-1001112	wakeboard	Team-49	2005-08-19		
1002443	Context-1002443	chariot racing	Team-27	2003-02-09		
1003773	Context-1003773	judo	Team-69	2006-04-08		
1001119	Context-1001119	jeu de paume	Team-42	2007-04-09		
1001118	Context-1001118	baseball	Team-29	1999-10-23		
1002449	Context-1002449	diving	Team-33	2012-01-21		
1003770	Context-1003770	diving	Team-52	2006-07-04		
1003771	Context-1003771	road cycling	Team-67	2013-05-22		
1002440	Context-1002440	gymnastics	Team-24	2002-01-20		
1001104	Context-1001104	badminton	Team-78	2016-06-24		
1002435	Context-1002435	golf	Team-73	2013-07-23		
1003767	Context-1003767	squash	Team-48	2003-01-19		
1001103	Context-1001103	obstacle race for swimming	Team-67	2016-04-09		
1002434	Context-1002434	boxing	Team-61	2010-04-10		
1003768	Context-1003768	wrestling	Team-38	2007-01-06		
1001106	Context-1001106	archery	Team-44	2011-09-28		
1002437	Context-1002437	judo	Team-1	2015-03-20		
1003765	Context-1003765	racquets	Team-5	2012-01-03		
1001105	Context-1001105	tug-of-war	Team-95	2008-06-25		
1002436	Context-1002436	triathlon	Team-48	2013-02-26		
1003766	Context-1003766	rugby 7s	Team-11	2004-06-08		
1001100	Context-1001100	croquet	Team-96	2011-09-16		
1002431	Context-1002431	table tennis	Team-45	2017-05-15		
1003763	Context-1003763	pankration	Team-16	2000-11-07		
1002430	Context-1002430	golf	Team-30	2015-09-26		
1003764	Context-1003764	triathlon	Team-87	2013-10-16		
1001102	Context-1001102	pentathlon	Team-81	2006-01-06		
1002433	Context-1002433	boxing	Team-47	2005-10-09		
1003761	Context-1003761	wushu	Team-40	2014-11-09		
1001101	Context-1001101	golf	Team-28	2013-06-18		
1002432	Context-1002432	wushu	Team-90	2000-02-26		
1003762	Context-1003762	soccer	Team-73	1998-06-27		
1001108	Context-1001108	surfing	Team-1	2011-03-14		
1002439	Context-1002439	surfing	Team-66	2001-11-07		
1001107	Context-1001107	boxing	Team-10	2010-01-11		
1002438	Context-1002438	shooting	Team-27	2001-02-06		
1003769	Context-1003769	pentathlon	Team-70	2011-04-13		
1001109	Context-1001109	wushu	Team-77	2002-03-20		
1003760	Context-1003760	equestrian	Team-42	2004-07-10		
1001137	Context-1001137	badminton	Team-42	2007-03-25		
1002468	Context-1002468	wrestling	Team-44	2013-04-14		
1001136	Context-1001136	cricket	Team-44	2010-04-06		
1002467	Context-1002467	fencing	Team-34	2004-11-08		
1001139	Context-1001139	gymnastics	Team-4	2016-08-15		
1003798	Context-1003798	sailing	Team-21	2006-07-14		
1001138	Context-1001138	rugby union	Team-60	2015-05-03		
1002469	Context-1002469	gymnastics	Team-41	2013-09-09		
1003799	Context-1003799	dancing	Team-13	2007-11-02		
1001133	Context-1001133	table tennis	Team-69	2017-09-08		
1002464	Context-1002464	pankration	Team-95	2017-10-19		
1003796	Context-1003796	plunge for distance	Team-13	2013-10-23		
1001132	Context-1001132	jeu de paume	Team-61	2009-03-26		
1002463	Context-1002463	canoe	Team-31	1999-09-13		
1003797	Context-1003797	lacrosse	Team-77	2002-10-06		
1001135	Context-1001135	plunge for distance	Team-56	2010-12-24		
1002466	Context-1002466	bowling	Team-70	2016-03-04		
1003794	Context-1003794	underwater swimming	Team-4	2000-08-26		
1001134	Context-1001134	tug-of-war	Team-14	2012-06-07		
1002465	Context-1002465	field hockey	Team-60	2010-03-18		
1003795	Context-1003795	bowling	Team-1	2012-12-20		
1002460	Context-1002460	fencing	Team-39	2001-02-02		
1003792	Context-1003792	beach volleyball	Team-63	2006-10-08		
1003793	Context-1003793	karate	Team-79	2013-11-08		
1001131	Context-1001131	climbing	Team-29	2009-10-22		
1002462	Context-1002462	badminton	Team-49	2001-09-21		
1003790	Context-1003790	shooting	Team-42	1999-03-16		
1001130	Context-1001130	pentathlon	Team-53	2007-02-23		
1002461	Context-1002461	climbing	Team-77	2002-08-13		
1003791	Context-1003791	pentathlon	Team-65	2014-01-21		
1001126	Context-1001126	rowing	Team-9	1999-10-21		
1002457	Context-1002457	rowing	Team-84	2005-04-08		
1003789	Context-1003789	squash	Team-23	2006-03-27		
1001125	Context-1001125	mountain cycling	Team-89	2000-07-10		
1002456	Context-1002456	water polo	Team-3	2009-04-08		
1001128	Context-1001128	equestrian	Team-40	1999-08-19		
1002459	Context-1002459	chariot racing	Team-63	2009-01-20		
1003787	Context-1003787	roller sport	Team-60	2006-07-21		
1001127	Context-1001127	bowling	Team-69	2006-02-02		
1002458	Context-1002458	canoe	Team-48	2009-02-03		
1003788	Context-1003788	wakeboard	Team-74	2010-12-04		
1001122	Context-1001122	road cycling	Team-63	2013-09-05		
1002453	Context-1002453	beach volleyball	Team-30	2014-11-19		
1003785	Context-1003785	golf	Team-50	2014-07-10		
1001121	Context-1001121	wrestling	Team-35	1998-09-02		
1002452	Context-1002452	soccer	Team-5	1999-01-09		
1003786	Context-1003786	fencing	Team-20	2008-04-24		
1001124	Context-1001124	tug-of-war	Team-29	2002-10-27		
1002455	Context-1002455	gymnastics	Team-16	1999-06-14		
1003783	Context-1003783	weightlifting	Team-45	1998-12-06		
1001123	Context-1001123	obstacle race for swimming	Team-33	2009-07-12		
1002454	Context-1002454	obstacle race for swimming	Team-17	2014-09-21		
1003784	Context-1003784	handball	Team-39	1998-10-06		
1001129	Context-1001129	squash	Team-51	2011-07-09		
1003781	Context-1003781	pentathlon	Team-48	2008-10-24		
1003782	Context-1003782	rowing	Team-65	2016-07-02		
1001120	Context-1001120	netball	Team-58	2003-01-18		
1002451	Context-1002451	rugby 7s	Team-15	1999-12-05		
1002450	Context-1002450	swimming	Team-29	2012-04-23		
1003780	Context-1003780	surfing	Team-46	2002-08-10		
1002402	Context-1002402	judo	Team-56	2010-07-14		
1003734	Context-1003734	karate	Team-5	2016-07-07		
1002401	Context-1002401	table tennis	Team-6	2005-06-13		
1003735	Context-1003735	wrestling	Team-82	2004-10-18		
1002404	Context-1002404	wrestling	Team-98	2005-02-04		
1003732	Context-1003732	kayak	Team-31	2015-06-05		
1002403	Context-1002403	diving	Team-71	2015-01-22		
1003733	Context-1003733	judo	Team-9	1998-03-05		
1003730	Context-1003730	tug-of-war	Team-83	2007-04-01		
1003731	Context-1003731	soccer	Team-72	2016-08-06		
1002400	Context-1002400	gymnastics	Team-2	2011-06-18		
1002409	Context-1002409	archery	Team-17	2007-10-03		
1002406	Context-1002406	wrestling	Team-45	2009-08-16		
1003738	Context-1003738	wakeboard	Team-88	2000-03-07		
1002405	Context-1002405	racquets	Team-4	2010-01-11		
1003739	Context-1003739	shooting	Team-46	2010-04-07		
1002408	Context-1002408	motor boating	Team-72	2000-07-12		
1003736	Context-1003736	canoe	Team-10	2007-06-18		
1002407	Context-1002407	basketball	Team-6	2001-09-05		
1003737	Context-1003737	weightlifting	Team-71	2005-02-22		
1003723	Context-1003723	surfing	Team-4	2016-01-26		
1003724	Context-1003724	weightlifting	Team-36	2003-02-08		
1003721	Context-1003721	water polo	Team-72	2004-12-16		
1003722	Context-1003722	karate	Team-57	2017-06-01		
1003720	Context-1003720	archery	Team-64	2016-05-09		
1003729	Context-1003729	track and field	Team-36	2014-12-12		
1003727	Context-1003727	wakeboard	Team-70	2007-05-19		
1003728	Context-1003728	pentathlon	Team-32	2005-04-24		
1003725	Context-1003725	dancing	Team-16	2007-04-14		
1003726	Context-1003726	gymnastics	Team-21	2005-03-15		
1002424	Context-1002424	shooting	Team-53	2011-10-27		
1003756	Context-1003756	pentathlon	Team-68	2003-12-09		
1002423	Context-1002423	triathlon	Team-30	2008-11-10		
1003757	Context-1003757	motor boating	Team-2	2002-03-13		
1002426	Context-1002426	road cycling	Team-73	2011-03-05		
1003754	Context-1003754	rowing	Team-65	2016-02-07		
1002425	Context-1002425	archery	Team-65	1998-02-27		
1003755	Context-1003755	surfing	Team-58	2016-07-23		
1002420	Context-1002420	lacrosse	Team-93	2003-08-04		
1003752	Context-1003752	roller sport	Team-58	1998-08-14		
