id	name	type	location	team	initiationDate	finalisationDate	finalStatus
3960	Triathlon-3960	Triathlon	Indonesia	Team-59	2017-08-28	2019-08-07	
3961	Basketball-3961	Basketball	Keilor Lodge	Team-75	1999-08-18	2001-01-21	
3962	Diving-3962	Diving	Wantirna South	Team-52	2017-12-06	2019-03-15	
3963	Track and field-3963	Track and field	Windsor (Qld)	Team-58	1999-04-20	2001-02-06	
3964	Cricket-3964	Cricket	Cockatoo (Vic.)	Team-10	2009-04-14	2011-03-22	
3965	Taekwondo-3965	Taekwondo	Booragoon	Team-47	1999-03-14	2000-09-10	
3966	Kayak-3966	Kayak	Upper Ferntree Gully	Team-46	2017-07-02	2019-02-11	
3967	Rugby 7s-3967	Rugby 7s	Punchbowl (Tas.)	Team-52	1998-08-21	2000-02-08	
3968	Croquet-3968	Croquet	St Albans (Vic.)	Team-10	2011-11-24	2012-07-06	
3969	Rowing-3969	Rowing	Warnbro	Team-59	2001-06-14	2003-04-05	
3970	Cycling-3970	Cycling	Colombia	Team-19	2011-08-28	2013-07-05	
3971	Sailing-3971	Sailing	Ningi	Team-12	2008-03-28	2009-11-06	
3972	Volleyball-3972	Volleyball	Kurwongbah	Team-11	2009-12-01	2011-10-15	
3973	Swimming-3973	Swimming	Glen Innes	Team-66	2016-04-10	2018-04-12	
3974	Pentathlon-3974	Pentathlon	Russell Vale	Team-79	2011-06-23	2013-06-15	
3975	Squash-3975	Squash	Thomastown	Team-70	2016-06-04	2018-04-29	
3976	Badminton-3976	Badminton	Carrum Downs	Team-6	2000-12-06	2002-03-04	
3977	Fencing-3977	Fencing	Bonogin	Team-43	2010-01-12	2011-04-13	
3978	Canoe-3978	Canoe	Honduras	Team-56	2009-10-05	2011-09-22	
3979	Polo-3979	Polo	Croydon Hills	Team-39	2017-12-27	2019-06-17	
3980	Bowling-3980	Bowling	Delahey	Team-13	2009-10-01	2011-09-22	
3981	Canoe-3981	Canoe	Roselands	Team-17	2002-02-15	2003-05-18	
3982	Sailing-3982	Sailing	Lakemba	Team-34	1998-03-23	2000-02-23	
3983	Shooting-3983	Shooting	Seaford Meadows	Team-47	2007-02-08	2008-07-07	
3984	Equestrian-3984	Equestrian	Frankston South	Team-56	2014-07-20	2016-06-08	
3985	Fencing-3985	Fencing	Notting Hill	Team-47	2012-05-18	2013-06-12	
3986	Rugby 7s-3986	Rugby 7s	Cremorne (Qld)	Team-14	2003-01-05	2004-11-11	
3987	Judo-3987	Judo	Northbridge (NSW)	Team-68	2007-12-21	2009-08-27	
3988	Badminton-3988	Badminton	Springvale South	Team-18	2002-01-16	2003-04-07	
3989	Bowling-3989	Bowling	Corio	Team-95	2012-02-16	2014-02-20	
3990	Handball-3990	Handball	Preston (Vic.)	Team-55	2011-10-22	2013-03-03	
3991	Handball-3991	Handball	Red Hill (WA)	Team-10	2008-02-28	2010-01-20	
3992	Bowling-3992	Bowling	Neath	Team-87	2011-02-14	2012-06-24	
3993	Squash-3993	Squash	Castlereagh	Team-19	2010-09-08	2012-07-05	
3994	Canoe-3994	Canoe	Wattle Grove (WA)	Team-23	2016-12-26	2018-07-18	
3995	Handball-3995	Handball	France	Team-91	2014-04-28	2015-11-29	
3996	Netball-3996	Netball	Chewko	Team-55	2000-12-11	2002-11-22	
3997	Fencing-3997	Fencing	Indonesia	Team-96	2006-01-25	2007-03-29	
3998	Diving-3998	Diving	Mill Park	Team-8	2010-07-17	2012-05-26	
3999	Croquet-3999	Croquet	South Guildford	Team-29	2009-09-12	2010-12-27	
4000	Squash-4000	Squash	Jamaica	Team-20	2001-04-22	2002-07-11	
4001	Judo-4001	Judo	Lyrup	Team-35	2011-10-26	2013-08-15	
4002	Badminton-4002	Badminton	Mons	Team-26	2014-08-09	2015-10-29	
4003	Diving-4003	Diving	Scoresby	Team-81	1998-09-20	2000-06-26	
4004	Dancing-4004	Dancing	Helensvale	Team-68	2003-05-21	2005-02-23	
4005	Dancing-4005	Dancing	Finland	Team-41	2008-06-23	2010-03-31	
4006	Surfing-4006	Surfing	Croydon Park (NSW)	Team-16	2014-09-17	2015-09-11	
4007	Squash-4007	Squash	Gordon Park	Team-83	2008-08-10	2009-09-03	
4008	Surfing-4008	Surfing	Karawatha	Team-55	2005-07-04	2007-07-07	
4009	Tennis-4009	Tennis	Mirrool	Team-29	2007-12-22	2009-10-10	
4010	Golf-4010	Golf	Wetherill Park	Team-16	2012-11-25	2013-01-04	
4011	Sailing-4011	Sailing	Ghana	Team-98	2003-11-21	2004-08-12	
4012	Canoe-4012	Canoe	Oakdowns	Team-71	2009-04-26	2010-02-06	
4013	Canoe-4013	Canoe	Glendale (NSW)	Team-42	2007-12-15	2009-07-28	
4014	Taekwondo-4014	Taekwondo	Hurstville	Team-12	2006-12-15	2008-09-27	
4015	Netball-4015	Netball	North Epping	Team-51	2017-11-25	2019-02-10	
4016	Water polo-4016	Water polo	Sale	Team-42	2001-08-26	2003-04-28	
4017	Pentathlon-4017	Pentathlon	Huntingdale (WA)	Team-63	2016-08-25	2018-04-26	
4018	Shooting-4018	Shooting	Surrey Hills	Team-49	1999-02-28	2000-10-20	
4019	Netball-4019	Netball	Caulfield South	Team-53	2015-10-13	2017-05-18	
4020	Lacrosse-4020	Lacrosse	Hallett Cove	Team-31	2012-10-06	2014-08-18	
4021	Fencing-4021	Fencing	Villawood	Team-1	2002-02-04	2004-01-18	
4022	Squash-4022	Squash	Deepdene (Vic.)	Team-96	2017-01-13	2018-09-01	
4023	Kayak-4023	Kayak	Red Cliffs	Team-47	2003-06-15	2005-05-31	
4024	Equestrian-4024	Equestrian	Golden Beach (Qld)	Team-72	2010-09-05	2011-12-10	
4025	Karate-4025	Karate	Jamaica	Team-26	2014-07-23	2016-05-22	
4026	Kayak-4026	Kayak	Windsor (Vic.)	Team-30	2003-07-12	2005-05-31	
4027	Taekwondo-4027	Taekwondo	Nunawading	Team-36	2015-10-27	2017-03-31	
4028	Rugby union-4028	Rugby union	Norway	Team-57	2005-06-16	2007-03-30	
4029	Equestrian-4029	Equestrian	Wellington Point	Team-49	2011-09-01	2013-05-16	
4030	Golf-4030	Golf	Waurn Ponds	Team-25	2013-09-14	2015-08-04	
4031	Hockey-4031	Hockey	Oxley (ACT)	Team-41	1999-09-02	2001-08-19	
4032	Surfing-4032	Surfing	Oxley (ACT)	Team-92	1998-04-19	1999-09-16	
4033	Taekwondo-4033	Taekwondo	Sutherland (NSW)	Team-86	2014-08-22	2016-03-27	
4034	Surfing-4034	Surfing	Hocking	Team-22	2006-02-01	2007-11-16	
4035	Sailing-4035	Sailing	Lake Illawarra	Team-65	2006-11-27	2008-10-06	
4036	Water polo-4036	Water polo	Dandenong North	Team-15	1998-09-12	1999-09-23	
4037	Boxing-4037	Boxing	Kin Kora	Team-5	2006-02-26	2006-09-29	
4038	Karate-4038	Karate	Ettalong Beach	Team-13	2012-08-05	2014-01-04	
4039	Netball-4039	Netball	Hermit Park	Team-79	1999-07-23	2001-03-19	
4040	Shooting-4040	Shooting	Hurstville Grove	Team-57	2012-12-28	2014-09-08	
4041	Water polo-4041	Water polo	The Gap (Brisbane - Qld)	Team-31	2006-03-27	2007-07-28	
4042	Swimming-4042	Swimming	Nunawading	Team-92	1999-05-23	2000-04-24	
4043	Rugby union-4043	Rugby union	Inverloch	Team-76	2009-01-22	2010-07-09	
4044	Judo-4044	Judo	Landsdale	Team-19	2009-06-10	2011-02-28	
4045	Shooting-4045	Shooting	Cannon Hill	Team-62	2011-05-05	2013-01-05	
4046	Karate-4046	Karate	Cheltenham (NSW)	Team-38	2013-02-26	2014-12-06	
4047	Polo-4047	Polo	Botanic Ridge	Team-78	2000-08-13	2001-10-05	
4048	Sailing-4048	Sailing	Notting Hill	Team-7	2013-09-27	2014-04-17	
4049	Boxing-4049	Boxing	Bankstown	Team-34	2004-08-17	2006-05-02	
4050	Gymnastics-4050	Gymnastics	Cabramatta	Team-5	2001-07-11	2003-06-20	
4051	Canoe-4051	Canoe	New Farm	Team-29	2008-08-15	2010-07-13	
4052	Track and field-4052	Track and field	Sandringham (NSW)	Team-45	2005-12-15	2007-11-23	
4053	Volleyball-4053	Volleyball	Brighton East	Team-5	2003-12-19	2005-12-04	
4054	Racquets-4054	Racquets	Algester	Team-34	2001-10-04	2003-05-24	
4055	Croquet-4055	Croquet	Umina Beach	Team-3	2005-09-09	2007-04-13	
4056	Wrestling-4056	Wrestling	Sefton	Team-21	2016-11-21	2018-07-21	
4057	Swimming-4057	Swimming	Boronia	Team-65	2003-12-24	2005-07-02	
4058	Handball-4058	Handball	Elwood	Team-85	2009-12-04	2011-11-12	
4059	Weightlifting-4059	Weightlifting	Eschol Park	Team-15	1999-09-13	2000-12-17	
4060	Kayak-4060	Kayak	Papua New Guinea	Team-89	2002-03-15	2003-11-12	
4061	Cycling-4061	Cycling	Germany	Team-73	2010-01-11	2011-12-02	
4062	Soccer-4062	Soccer	Kurwongbah	Team-28	2004-04-07	2006-03-18	
4063	Baseball-4063	Baseball	Noosaville	Team-88	2016-01-27	2016-05-19	
4064	Handball-4064	Handball	Bunglegumbie	Team-67	2017-05-14	2018-06-15	
4065	Weightlifting-4065	Weightlifting	Banjup	Team-76	1999-01-28	2000-06-09	
4066	Equestrian-4066	Equestrian	Melbourne	Team-33	2017-08-26	2019-03-13	
4067	Canoe-4067	Canoe	Canley Vale	Team-96	2012-03-27	2013-07-20	
4068	Pentathlon-4068	Pentathlon	Pymble	Team-89	1998-03-11	2000-02-16	
4069	Karate-4069	Karate	Numinbah Valley	Team-84	2010-11-03	2012-10-20	
4070	Kayak-4070	Kayak	The Keppels	Team-45	2006-06-25	2008-04-20	
4071	Climbing-4071	Climbing	Penguin	Team-59	2013-02-27	2015-02-04	
4072	Gymnastics-4072	Gymnastics	Mitcham (Vic.)	Team-15	2012-09-04	2014-03-04	
4073	Weightlifting-4073	Weightlifting	Runaway Bay	Team-74	2000-01-25	2000-11-18	
4074	Equestrian-4074	Equestrian	Mount Burges	Team-68	2006-04-13	2008-04-15	
4075	Canoe-4075	Canoe	St Kilda West	Team-84	2010-10-03	2012-01-18	
4076	Pentathlon-4076	Pentathlon	Charlestown (NSW)	Team-51	2001-07-10	2003-05-07	
4077	Triathlon-4077	Triathlon	No usual address (WA)	Team-36	2012-02-10	2013-03-03	
4078	Cricket-4078	Cricket	Wallsend	Team-84	2015-03-06	2016-10-15	
4079	Cycling-4079	Cycling	Heatley	Team-64	1998-04-11	1999-06-08	
4080	Dancing-4080	Dancing	Darlinghurst	Team-83	2009-11-06	2010-09-26	
4081	Track and field-4081	Track and field	Whyalla Stuart	Team-37	2000-11-05	2002-09-03	
4082	Karate-4082	Karate	Wollstonecraft	Team-51	2011-06-15	2013-04-17	
4083	Netball-4083	Netball	Canning Vale	Team-11	2002-12-12	2003-12-05	
4084	Basketball-4084	Basketball	Chad	Team-84	2013-03-06	2014-01-08	
4085	Swimming-4085	Swimming	Sydenham (Vic.)	Team-5	2005-06-16	2007-02-27	
4086	Racquets-4086	Racquets	Murrumbeena	Team-82	2013-03-04	2014-10-02	
4087	Polo-4087	Polo	Hawthorn (Vic.)	Team-96	2014-08-13	2016-05-29	
4088	Equestrian-4088	Equestrian	No usual address (Vic.)	Team-47	2004-06-05	2006-06-05	
4089	Fencing-4089	Fencing	Condell Park	Team-15	2008-05-23	2009-11-29	
4090	Badminton-4090	Badminton	Dora Creek	Team-86	2001-01-22	2002-11-25	
4091	Handball-4091	Handball	Millicent	Team-50	2010-05-10	2012-02-14	
4092	Taekwondo-4092	Taekwondo	Little Wobby	Team-79	2014-12-05	2015-07-12	
4093	Cricket-4093	Cricket	Kellyville	Team-17	2006-01-04	2007-12-25	
4094	Shooting-4094	Shooting	Stirling (WA)	Team-2	2015-06-15	2017-04-26	
4095	Cycling-4095	Cycling	Truganina	Team-44	2011-09-19	2012-09-22	
4096	Karate-4096	Karate	Napperby	Team-78	2011-10-09	2013-05-28	
4097	Handball-4097	Handball	Woodgate	Team-22	2001-02-12	2001-09-17	
4098	Weightlifting-4098	Weightlifting	Geebung	Team-20	2007-04-09	2009-02-10	
4099	Canoe-4099	Canoe	Tea Tree Gully	Team-20	2015-02-24	2016-12-31	
4100	Squash-4100	Squash	Chirnside Park	Team-90	2004-12-28	2006-01-13	
4101	Rugby union-4101	Rugby union	Benowa	Team-82	2013-11-28	2015-08-13	
4102	Archery-4102	Archery	Penshurst (NSW)	Team-73	2015-09-03	2017-08-16	
4103	Weightlifting-4103	Weightlifting	Eatons Hill	Team-10	2017-02-03	2019-01-04	
4104	Wrestling-4104	Wrestling	Hoppers Crossing	Team-35	2002-01-15	2003-08-04	
4105	Kayak-4105	Kayak	Guyana	Team-73	2004-05-12	2005-08-29	
4106	Fencing-4106	Fencing	Laverton (Vic.)	Team-95	2003-05-12	2005-04-26	
4107	Track and field-4107	Track and field	Narwee	Team-73	2015-06-14	2017-01-20	
4108	Diving-4108	Diving	Williamstown (Vic.)	Team-95	1999-02-08	2000-11-27	
4109	Pentathlon-4109	Pentathlon	Japan	Team-76	2006-09-26	2007-04-25	
4110	Croquet-4110	Croquet	Forresters Beach	Team-36	2007-05-08	2007-11-22	
4111	Rowing-4111	Rowing	Thornbury	Team-18	2013-08-13	2015-08-18	
4112	Wrestling-4112	Wrestling	Cape Verde	Team-19	2016-02-06	2016-07-03	
4113	Diving-4113	Diving	Kelso (Qld)	Team-87	2003-06-01	2004-05-11	
4114	Fencing-4114	Fencing	Lytton	Team-16	2005-11-11	2007-05-24	
4115	Badminton-4115	Badminton	Beaumont Hills	Team-85	2001-10-03	2003-09-02	
4116	Kayak-4116	Kayak	Baulkham Hills	Team-88	1999-02-16	2000-12-25	
4117	Baseball-4117	Baseball	Mons	Team-27	2008-01-25	2010-01-09	
4118	Swimming-4118	Swimming	Cairnlea	Team-83	2016-03-13	2017-12-27	
4119	Canoe-4119	Canoe	Banksia Grove	Team-39	2001-08-08	2002-11-01	
4120	Badminton-4120	Badminton	Ravenhall	Team-73	2012-07-08	2014-03-08	
4121	Golf-4121	Golf	Coburg	Team-23	2000-01-04	2000-12-27	
4122	Tennis-4122	Tennis	Brighton-le-Sands	Team-84	2012-05-09	2014-03-26	
4123	Weightlifting-4123	Weightlifting	Marion	Team-92	2009-02-22	2011-02-25	
4124	Cycling-4124	Cycling	Eraring	Team-86	2015-07-10	2017-04-23	
4125	Tennis-4125	Tennis	Wembley	Team-1	2017-08-05	2019-07-19	
4126	Kayak-4126	Kayak	Northwood (NSW)	Team-1	1999-02-17	2000-05-31	
4127	Pentathlon-4127	Pentathlon	Bardwell Park	Team-82	2015-12-04	2017-08-08	
4128	Polo-4128	Polo	Pimpama	Team-30	2010-09-18	2011-12-03	
4129	Badminton-4129	Badminton	Sarina Beach	Team-29	2011-08-05	2013-06-09	
4130	Archery-4130	Archery	Italy	Team-25	2011-09-06	2013-07-24	
4131	Track and field-4131	Track and field	Calder Park	Team-15	2006-09-27	2008-06-07	
4132	Rugby union-4132	Rugby union	Norwood (SA)	Team-32	1999-06-22	2001-02-21	
4133	Triathlon-4133	Triathlon	Thornlie	Team-23	2004-11-02	2006-09-22	
4134	Polo-4134	Polo	Mount Richon	Team-79	2010-04-16	2010-08-26	
4135	Fencing-4135	Fencing	Southport (Qld)	Team-85	2010-04-01	2012-01-30	
4136	Fencing-4136	Fencing	Glenelg East	Team-78	2008-05-25	2010-01-26	
4137	Shooting-4137	Shooting	Torrens	Team-41	2013-06-12	2015-06-02	
4138	Rowing-4138	Rowing	Redcliffe (Qld)	Team-41	2000-02-27	2001-06-02	
4139	Weightlifting-4139	Weightlifting	Port Melbourne	Team-63	1998-01-12	1999-09-20	
4140	Cricket-4140	Cricket	Wembley Downs	Team-50	1998-07-26	1999-09-22	
4141	Tennis-4141	Tennis	Bella Vista	Team-20	2005-05-27	2007-05-29	
4142	Shooting-4142	Shooting	Bayswater (WA)	Team-12	2001-09-26	2003-06-21	
4143	Surfing-4143	Surfing	Samoa	Team-74	2006-04-28	2006-06-02	
4144	Softball-4144	Softball	Summer Hill Creek	Team-57	2015-01-18	2016-11-29	
4145	Lacrosse-4145	Lacrosse	Ormiston	Team-56	2003-09-28	2005-09-03	
4146	Softball-4146	Softball	Southport (Qld)	Team-14	2016-03-26	2017-09-28	
4147	Wrestling-4147	Wrestling	Kurrajong Hills	Team-84	2003-09-28	2005-02-18	
4148	Cricket-4148	Cricket	Hampton Park	Team-37	2000-09-23	2002-07-07	
4149	Dancing-4149	Dancing	Aspendale Gardens	Team-13	2006-02-19	2008-01-29	
4150	Sailing-4150	Sailing	Glen Waverley	Team-45	2003-01-23	2005-01-01	
4151	Fencing-4151	Fencing	Salisbury North	Team-74	2001-01-15	2001-11-05	
4152	Racquets-4152	Racquets	Carina (Qld)	Team-58	1998-03-10	2000-02-23	
4153	Kayak-4153	Kayak	Eltham North	Team-65	2009-10-19	2011-05-30	
4154	Sailing-4154	Sailing	Guatemala	Team-7	2005-10-09	2007-10-08	
4155	Karate-4155	Karate	Liberia	Team-96	1999-07-12	2000-11-28	
4156	Weightlifting-4156	Weightlifting	Albanvale	Team-96	2010-04-19	2012-04-20	
4157	Karate-4157	Karate	Badger Creek	Team-69	2009-05-18	2011-04-02	
4158	Boxing-4158	Boxing	Brighton (Vic.)	Team-83	2008-03-06	2009-12-26	
4159	Dancing-4159	Dancing	Neutral Bay	Team-69	2008-11-08	2010-08-18	
4160	Wrestling-4160	Wrestling	Springwood (Qld)	Team-1	2013-08-08	2014-12-10	
4161	Polo-4161	Polo	Wyong	Team-62	2005-04-21	2007-01-29	
4162	Dancing-4162	Dancing	Erskine Park	Team-38	2004-06-27	2006-05-10	
4163	Softball-4163	Softball	Kingsholme	Team-86	2009-01-21	2010-06-15	
4164	Soccer-4164	Soccer	Concord West	Team-47	2012-06-21	2014-03-07	
4165	Taekwondo-4165	Taekwondo	Hornsby Heights	Team-83	2005-04-18	2007-02-15	
4166	Weightlifting-4166	Weightlifting	Kensington (WA)	Team-41	2013-04-11	2015-02-09	
4167	Taekwondo-4167	Taekwondo	Mount Warrigal	Team-49	2000-12-12	2002-12-09	
4168	Dancing-4168	Dancing	Toowoomba City	Team-39	2005-03-06	2007-02-21	
4169	Volleyball-4169	Volleyball	Middle Dural	Team-28	2011-07-14	2013-05-27	
4170	Racquets-4170	Racquets	Southport (Qld)	Team-60	2010-10-15	2012-01-03	
4171	Surfing-4171	Surfing	Albanvale	Team-55	2012-11-27	2014-06-15	
4172	Rugby union-4172	Rugby union	Wondunna	Team-86	2016-02-20	2017-12-02	
4173	Rugby union-4173	Rugby union	Azerbaijan	Team-48	2002-12-16	2004-12-16	
4174	Bowling-4174	Bowling	Smithfield (NSW)	Team-36	2002-09-11	2004-07-11	
4175	Netball-4175	Netball	Daceyville	Team-30	2012-07-06	2012-10-11	
4176	Bowling-4176	Bowling	Fulham Gardens	Team-59	2005-09-16	2006-08-11	
4177	Equestrian-4177	Equestrian	Redbank (Qld)	Team-29	2004-12-06	2006-04-11	
4178	Croquet-4178	Croquet	Fernbank Creek	Team-29	2005-07-09	2007-02-21	
4179	Water polo-4179	Water polo	Aspendale	Team-56	2009-11-13	2011-11-10	
4180	Pentathlon-4180	Pentathlon	Slacks Creek	Team-91	2012-08-25	2014-01-01	
4181	Softball-4181	Softball	Gailes	Team-21	2010-06-01	2011-09-14	
4182	Dancing-4182	Dancing	Taroom	Team-21	2011-02-01	2011-05-03	
4183	Golf-4183	Golf	Bonbeach	Team-75	2005-09-16	2006-10-01	
4184	Weightlifting-4184	Weightlifting	Frankston	Team-50	2000-12-07	2001-10-18	
4185	Rowing-4185	Rowing	Airds	Team-54	2015-02-24	2016-12-03	
4186	Archery-4186	Archery	Upper Crystal Creek	Team-59	2009-04-02	2009-05-04	
4187	Cycling-4187	Cycling	Eltham North	Team-36	2000-09-21	2002-01-28	
4188	Diving-4188	Diving	Carrum Downs	Team-69	2003-07-17	2005-03-16	
4189	Golf-4189	Golf	Ellenbrook	Team-93	2017-09-27	2019-05-15	
4190	Archery-4190	Archery	Burnside (Vic.)	Team-85	1998-11-16	2000-04-29	
4191	Canoe-4191	Canoe	Carlingford	Team-25	2004-02-12	2005-12-23	
4192	Lacrosse-4192	Lacrosse	Success	Team-56	2002-11-19	2004-04-12	
4193	Pentathlon-4193	Pentathlon	Mount Martha	Team-75	2017-03-18	2019-02-20	
4194	Fencing-4194	Fencing	Solomon Islands	Team-20	2007-06-17	2008-01-19	
4195	Karate-4195	Karate	Scotland Island	Team-92	2014-10-24	2016-06-17	
4196	Water polo-4196	Water polo	Craigieburn	Team-47	2011-11-16	2013-08-14	
4197	Triathlon-4197	Triathlon	Nicaragua	Team-6	2002-01-13	2003-09-26	
4198	Badminton-4198	Badminton	Cherrybrook	Team-90	2009-08-11	2009-11-01	
4199	Gymnastics-4199	Gymnastics	Claremont (WA)	Team-69	2003-07-14	2004-12-28	
4200	Racquets-4200	Racquets	Aubin Grove	Team-3	2009-05-27	2010-09-02	
4201	Kayak-4201	Kayak	Runcorn	Team-18	2015-06-12	2015-12-28	
4202	Cricket-4202	Cricket	Glenwood (NSW)	Team-66	2005-07-13	2007-06-20	
4203	Tennis-4203	Tennis	Indonesia	Team-40	2015-07-11	2017-05-11	
4204	Soccer-4204	Soccer	Kenmore	Team-3	2011-10-11	2013-01-28	
4205	Baseball-4205	Baseball	Wishart (Qld)	Team-20	2005-06-01	2006-12-16	
4206	Weightlifting-4206	Weightlifting	Newport (Qld)	Team-55	2009-05-03	2011-02-14	
4207	Weightlifting-4207	Weightlifting	Eltham (Vic.)	Team-18	2003-06-06	2004-10-25	
4208	Taekwondo-4208	Taekwondo	Camperdown (NSW)	Team-81	2014-05-05	2016-04-26	
4209	Polo-4209	Polo	Barden Ridge	Team-48	2005-06-23	2006-05-10	
4210	Equestrian-4210	Equestrian	Castle Hill (NSW)	Team-94	2015-07-08	2017-04-06	
4211	Track and field-4211	Track and field	Forest Lake	Team-75	2014-10-23	2016-06-07	
4212	Track and field-4212	Track and field	Woodberry	Team-46	2001-06-16	2002-06-30	
4213	Swimming-4213	Swimming	Punchbowl (Canterbury - NSW)	Team-16	2000-10-05	2002-03-10	
4214	Volleyball-4214	Volleyball	Cocoroc	Team-52	2013-03-14	2015-03-07	
4215	Boxing-4215	Boxing	Pickering Brook	Team-97	1999-01-03	2000-06-20	
4216	Swimming-4216	Swimming	Calala	Team-62	2017-04-23	2019-01-21	
4217	Handball-4217	Handball	Bentleigh East	Team-52	2005-05-11	2006-11-12	
4218	Gymnastics-4218	Gymnastics	Dutton Park	Team-9	2003-10-04	2005-09-11	
4219	Water polo-4219	Water polo	Tanah Merah	Team-6	2002-08-07	2003-11-09	
4220	Wrestling-4220	Wrestling	Woodville (SA)	Team-49	2016-09-08	2018-06-06	
4221	Equestrian-4221	Equestrian	Avalon (NSW)	Team-95	1998-02-04	1998-08-16	
4222	Badminton-4222	Badminton	Elsternwick	Team-53	2008-12-24	2010-12-16	
4223	Judo-4223	Judo	Holland Park	Team-26	2010-11-08	2012-09-20	
4224	Rowing-4224	Rowing	Baulkham Hills	Team-90	2015-08-02	2016-10-30	
4225	Boxing-4225	Boxing	Old Guildford	Team-36	2011-01-15	2012-11-21	
4226	Wrestling-4226	Wrestling	Smithfield (NSW)	Team-93	2010-06-12	2012-03-29	
4227	Karate-4227	Karate	Moranbah	Team-25	2000-11-26	2002-09-03	
4228	Handball-4228	Handball	Frankston	Team-49	2016-01-10	2017-11-26	
4229	Rowing-4229	Rowing	Balmain East	Team-60	2007-01-19	2008-05-19	
4230	Soccer-4230	Soccer	Margate (Qld)	Team-23	2000-09-06	2002-04-10	
4231	Baseball-4231	Baseball	Normanhurst	Team-69	1998-07-16	2000-02-29	
4232	Basketball-4232	Basketball	Werrington	Team-5	2015-02-03	2016-02-26	
4233	Rugby union-4233	Rugby union	Thornlie	Team-70	2011-08-01	2013-03-02	
4234	Swimming-4234	Swimming	Canley Heights	Team-2	2011-05-27	2012-11-18	
4235	Cycling-4235	Cycling	Fairfield (Qld)	Team-38	2004-08-13	2006-03-09	
4236	Judo-4236	Judo	Bateau Bay	Team-24	2013-03-13	2014-02-19	
4237	Canoe-4237	Canoe	Broadmeadows (Vic.)	Team-66	2012-08-12	2013-04-11	
4238	Dancing-4238	Dancing	Argentina	Team-2	1998-01-21	1999-11-09	
4239	Croquet-4239	Croquet	Honduras	Team-24	2009-05-05	2011-05-08	
4240	Sailing-4240	Sailing	Ardross	Team-49	2006-06-21	2008-06-06	
4241	Rugby union-4241	Rugby union	Sandy Hollow	Team-96	1998-06-02	2000-03-04	
4242	Rugby 7s-4242	Rugby 7s	Bicton	Team-75	2015-06-08	2016-01-29	
4243	Karate-4243	Karate	Thornbury	Team-21	2016-11-10	2018-01-16	
4244	Soccer-4244	Soccer	Windsor (Vic.)	Team-21	2001-12-25	2003-11-01	
4245	Softball-4245	Softball	Black Hill (NSW)	Team-78	2000-09-25	2000-10-08	
4246	Hockey-4246	Hockey	Dee Why	Team-38	1998-06-11	2000-03-29	
4247	Wrestling-4247	Wrestling	Angle Park	Team-81	2008-01-09	2009-11-28	
4248	Cycling-4248	Cycling	India	Team-29	2006-03-01	2007-07-03	
4249	Badminton-4249	Badminton	Boulder	Team-10	2002-10-19	2004-03-29	
4250	Softball-4250	Softball	Isabella Plains	Team-37	2011-06-20	2013-05-04	
4251	Bowling-4251	Bowling	Catherine Hill Bay	Team-8	2008-03-27	2009-08-21	
4252	Water polo-4252	Water polo	Bayswater (WA)	Team-13	2005-10-13	2006-12-14	
4253	Rowing-4253	Rowing	Holmes	Team-59	2014-09-17	2016-06-18	
4254	Polo-4254	Polo	Burnside Heights	Team-51	2009-10-10	2011-09-12	
4255	Track and field-4255	Track and field	Yahl	Team-40	2013-07-03	2015-03-24	
4256	Canoe-4256	Canoe	Arthurs Seat	Team-30	2012-10-08	2013-09-08	
4257	Racquets-4257	Racquets	Grange (SA)	Team-21	2000-08-22	2002-08-01	
4258	Netball-4258	Netball	Lambton	Team-87	1999-06-20	2001-06-19	
4259	Wrestling-4259	Wrestling	Burnley	Team-37	2011-06-04	2012-07-14	
4260	Taekwondo-4260	Taekwondo	Cyprus	Team-97	2015-09-23	2016-10-07	
4261	Diving-4261	Diving	Huntleys Point	Team-76	2015-04-20	2016-11-05	
4262	Handball-4262	Handball	Ringwood North	Team-13	2006-05-14	2008-01-31	
4263	Archery-4263	Archery	Coffs Harbour	Team-28	2006-09-04	2007-12-11	
4264	Track and field-4264	Track and field	Hampton East	Team-31	2011-03-26	2013-02-06	
4265	Archery-4265	Archery	Kambah	Team-65	2016-05-11	2018-03-21	
4266	Swimming-4266	Swimming	Ringwood East	Team-32	2010-02-06	2011-11-05	
4267	Kayak-4267	Kayak	Everton Hills	Team-27	2012-02-23	2013-04-06	
4268	Canoe-4268	Canoe	Mount Stuart (Tas.)	Team-83	2011-09-03	2013-01-21	
4269	Polo-4269	Polo	Brunswick (Vic.)	Team-80	2006-09-26	2008-07-12	
4270	Weightlifting-4270	Weightlifting	Wendouree	Team-89	2004-02-09	2004-03-28	
4271	Climbing-4271	Climbing	Ramsgate Beach	Team-65	2011-09-14	2013-04-30	
4272	Archery-4272	Archery	Fairfield West	Team-96	2017-03-28	2019-01-21	
4273	Judo-4273	Judo	Old Guildford	Team-53	2002-10-21	2004-04-26	
4274	Pentathlon-4274	Pentathlon	Kardinya	Team-62	2005-11-02	2007-06-26	
4275	Rowing-4275	Rowing	Tarrawanna	Team-26	2002-09-19	2004-04-19	
4276	Volleyball-4276	Volleyball	Woodend (Vic.)	Team-68	2000-10-28	2002-04-08	
4277	Diving-4277	Diving	Reedy Creek (Qld)	Team-20	2001-06-18	2003-03-20	
